year,to_country_id,to_country,performer,song,place_contest,running_final,place_final,points_final,points_tele_final,points_jury_final,composers,lyricists,lyrics,youtube_url
2020,North Macedonia,North Macedonia,Vasil,You,,,,,,,,,"Hand on my hand\nFingertips trembling\nThis feeling I can't understand\nYour eyes sing to me\nPulling me closer\nAnd closer with sweet melodies\n\nSing it to me, sing it to me, oh\nWe might only have tonight\nHold me tight and let's ignite\nAnd for the moment, I\n\nI just wanna dance with you\nTonight I wanna\nI just wanna dance with you\nYou know you wanna\nI just wanna dance with you\nTonight I wanna\nI just wanna dance with you\nYou know you wanna\n\nMy lips find yours\nAnd just like a muse\nYou're taking over me\nI like it\nI want more\n\n(Sing it to me, sing it to me)\n\nOh\nWe might only have tonight\nHold me tight and let's ignite\nAnd for the moment, I\n\nI just wanna dance with you\nTonight I wanna\nI just wanna dance with you\nYou know you wanna\nI just wanna dance\nTonight\n(Give it to me baby)\n(Give it to me baby)\n(Give it to me baby)\nGive it to me, give it to me\n\n(I wanna dance, dance, dance with you)\n(I wanna dance, dance, dance)\nI just wanna dance with you\nTonight I wanna\nI just wanna dance with you\nYou know you wanna\nI wanna dance with you",https://youtube.com/watch?v=xPZumQQExQc
2020,Russia,Russia,Little Big,Uno,,,,,,,,,"It's gonna take more than one margarita\nI'm gonna call you my sweet señorita\nI'm gonna leave after night only with ya\nAll you have to do is to be ready for some action now\n\nDon't be a dummy, dummy\nI got that yummy, yummy\nCan we be chummy, chummy right after midnight?\nYeah, you so charming bunny\nYeah, you so funny honey\nAll you have to do is to be ready for some action now\n\nUno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, dos, tres, cuatro, cinco, seis\nUno, uno\n\nHo! Are you ready?\nHa! Hold it steady\nHo! Come to daddy\nAll you have to do is to be ready for some action now\n\nDon't be a dummy, dummy\nI got that yummy, yummy\nCan we be chummy, chummy right after midnight?\nThe night is charming bunny\nYou are so funny honey\nAll you have to do is to be ready for some action now\n\nUno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, dos, tres, cuatro, cinco, seis\nUno, uno\nUno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, dos, tres, cuatro, cinco, seis\n\nUno, dos, tres, cuatro, cinco, seis\nUno, dos, tres, cuatro, cinco, seis\nUno, dos, tres, cuatro, cinco, seis\nUno, dos, tres, cuatro, cinco, seis\n\nUno, uno\nUno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, dos, tres, cuatro, cinco, seis\nUno, uno\nUno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, uno, uno (Uno), dos (Dos), cuatro (Cuatro)\nUno, dos, tres, cuatro, cinco, seis\nUno, uno",https://youtube.com/watch?v=L_dWvTCdDQ4
2020,Slovenia,Slovenia,Ana Soklič,Voda,,,,,,,,,"Greva naprej\nV novi čas\nZbeživa od tu\nDaleč stran\nNe ustavljajva se\nPrav nikjer\nDolga bo noč\n\nTi slišiš, ko mi bije razum\nTa nemir\nVes ta zvok\nIn pusti jih, naj pravijo vse\nTi kot nomad dobro veš\nDa od besed do dejanj najdaljša je pot\n\nVoda\nMed nevihto obležim v tebi do konca\nVoda drvi\nA ne zmore v naju dva\nA ne zmore v naju dva\n\nPeljiva naprej\nV drugo smer\nDalj od luči\nPrepričanj\nTam je strgan stol\nKi stoji\nIn čaka nekoga\nČaka otroka\n\nVoda\nMed nevihto obležim v tebi do konca\nVoda drvi\nA ne zmore v naju dva\nA ne zmore v naju dva",https://youtube.com/watch?v=weLeotNwexg
2020,Sweden,Sweden,The Mamas,Move,,,,,,,,,We try we fight\nWe fall it's alright\nThat's life\noh life\n\nWe wipe those eyes\nAnd then we rise\nThat's life\noohoo life\n\nEven when the rain is falling\nEven when you hit the bottom\nI'll be there\nI'll be there\n\n'Cause there ain't no ocean\nDeeper than my love for you\n\nAnd there ain't no fire\nThat I wouldn't run right through\n\nThere ain't no mountain\nBaby that I wouldn't move\n\nNothing that I wouldn't do for you\n'Cause you do it for me too\n\nOho oho ho\nOho oho ho\nOho oho ho\nOh\n\n'Cause you do it for me too\nOho oho ho\n\nWhen highs turn low\nI'll guide you home\nThat's right\ndamn right\n\nEven when the rain is falling\nEven when you hit the bottom\nI'll be there\nI'll be there\n\n'Cause there ain't no ocean\nDeeper than my love for you\n\nAnd there ain't no fire\nThat I wouldn't run right through\n\nThere ain't no mountain\nBaby that I wouldn't move\n\nNothing that I wouldn't do for you\n'Cause you do it for me too\n\nOho oho ho\nOho oho ho\nOho oho ho\nOh\n'Cause you do it for me too\n\nEverybody wanna move like us\nEverybody wanna move like us\nEverybody wanna move like us\nWe're moving mountains\n\nEverybody wanna move like us\nEverybody wanna move like us\nEverybody wanna move like us\nWe're moving mountains\n\n'Cause there ain't no ocean\nDeeper than my love for you\n\nAnd there ain't no fire\nThat I wouldn't run right through\n\nThere ain't no mountain\nBaby that I wouldn't move\n\nNothing that I wouldn't do for you\n'Cause you do it for me too\n\nOho oho ho\nOho oho ho\nOho oho ho\nOh\nWe're moving mountains\n\nEverybody wanna move like us\nEverybody wanna move like us\nEverybody wanna move like us\n\nWe're moving mountains,https://youtube.com/watch?v=7EpSBDPlZn4
2020,Azerbaijan,Azerbaijan,Samira Efendi,Cleopatra,,,,,,,,,"Cleopatra was a queen like me\nJust like me, yeah, just like me\nStraight or gay or in between\nIn between, yeah, in between\nBetrayed by a lover\nSo hard to recover\nCouldn't see the forest for the trees\nJust like me, oh, in too deep\n\nThere was no intervention\nI was lost, falling out with myself\nI was so filled with tension\nGetting mad was my cry for help\nNow I'm back with a vengeance\nI've found my inner voice again\nAnd it speaks to my soul loud and clear\nAnd it sounds like this…\n\nNam Myōhō Renge Kyō\nNam Myōhō Renge Kyō\nNam Myōhō Renge Kyō\nLike Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\n\nCleopatra had Mark Antony\nYou know who I mean, not the Latin king\nThe one from Rome who lived long ago\nAfter Caesar died, Cleo's gigolo\nPart Goddess, part temptress\nThe way he left me, it was shameless\nShe was her own worst enemy\nJust like me, yeah, just like me\n\nBut now I'm back with a vengeance\nI've found my inner voice again\nAnd it speaks to my soul loud and clear\nAnd it sounds like this…\n\nNam Myōhō Renge Kyō\nNam Myōhō Renge Kyō\nNam Myōhō Renge Kyō\nLike Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\n\nSound-sounds like this\nI can feel her spirit run through me\nI can see it in my mind like a movie\nEgyptian and Latin, the voices run through me\nCome to me\n\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la-la, like Cleopatra\nLa-la-la-la, la-la-la-la\nLa-la-la-la-la, like Cleopatra",https://youtube.com/watch?v=I0VzBCvO1Wk
2020,Belgium,Belgium,Hooverphonic,Release Me,,,,,,,,,"Release me\nDon't talk, go away\nRelease me\nIt's not right to make me stay\nAll the lies and all the pain\nOnly you can make them go away\nYeah, release me from this sad and losing game\n\nRelease me\nDon't say what I already know\nRelease me\nOnly trouble steals the show\nAll those words won't comfort me\nIt's clear we're not meant to be\nYeah, release me from this sad and losing game\n\nYou're all I want\nA dangerous need\nIt's wrong to keep you close to me\nAnd if you dare, if you care\nThen cut the ropes and float away\nYeah, release me\nIf you love me, let me go!\n\nRelease me\nDon't talk, go away\nRelease me\nIt's not right to make me stay\nAll the lies and all the pain\nOnly you can make them go away\nYeah, release me from this sad and losing game\n\nYou're all I want\nA dangerous need\nIt's wrong to keep you close to me\nIf you dare, if you care\nThen cut the ropes and float away\nYeah, release me\nIf you love me, let me go!\n\nAll the lies and all the pain\nOnly you can make them go away\nAll those words won't comfort me\nIt's clear we are not meant to be\nYeah, release me from this sad and losing game\n\nOh, release me, yeah, release me\nFrom this sad and losing game\nOh, release me, yeah, release me\nFrom this sad and losing game",https://youtube.com/watch?v=lAqjksxc4iA
2020,Croatia,Croatia,Damir Kedžo,Divlji vjetre,,,,,,,,,"Jednom kad zaboraviš mi ime\nI krevet hladan postane\nKao snijegom okovane zime\nKad ništa ne preostane\nJa ću te voljeti tad,\nDivlji vjetre\n\nU tišini ostavi me gdje sam\nSvaka riječ sad prosta je\nOdlazi i pusti me da ne znam\nKako čovjek postaje ono što nisi više\n\nDivlji vjetre,\nTu na moj prag uvelo lišće donesi mi\nI kišu neka ostavi trag\nTuge u bojama jeseni\nA činilo se zauvijek smo dušom i tijelom zaneseni\nOstaje mi tuga u bojama jeseni\n\n(Ono što nisi više)\nHladna kao kiša ledena\nKada voljet prestaneš\nI kidaj grane neukrotivo,\nAl' prije nego nestaneš\n\nDivlji vjetre,\nTu na moj prag uvelo lišće donesi mi\nI kišu neka ostavi trag\nTuge u bojama jeseni\nA činilo se zauvijek smo dušom i tijelom zaneseni\nOstaje mi tuga u bojama jeseni",https://youtube.com/watch?v=2rOwScdxjJU
2020,Cyprus,Cyprus,Sandro Nicolas,Running,,,,,,,,,"I don't feel like talking, let me sit here alone\nThe phone's calling, I can't pick it up \n\nI'm tired of running from these demons (demons)\nI'm tired of running from these demons, I can't see any more \nI can't see anymore\n\nBut I keep on running, I keep on running\nI keep on running away\nNow I keep on running, I keep on running\nI don't wanna fall again\n\nDrowning out my memories, from the night before \nDoor's knocking, just leave me alone\n\nI'm tired of running from these demons\nI'm tired of running from these demons, I can't see any more \nI can't see anymore\n\nBut I keep on running, I keep on running\nI keep on running away\nNow I keep on running, I keep on running\nI don't wanna fall again\n\nLooking - losing\nMy energy - tripping\nAnybody tow me back home\n\nYeah yeah\nStanding naked\nPutting on fake smiles\nI don´t wanna be sad anymore\n\nI don't wanna fall again \n\nI'm not gonna fall again",https://youtube.com/watch?v=Jl_qEw_4OK0
2020,Israel,Israel,Eden Alene,Feker Libi,,,,,,,,,"Feker libi, wade halu, nawa dane, I love you \n*\nFeker libi, wade halu, nawa dane, I love you \n*\n\nOnce upon a time\nI was looking for a sign\nPachamama, Pachamama\nShow the way, oh be my guide \n\nLove is on the mind\nClose your eyes and you will find\nMelodia, Melodia\nFeel the energy inside \nSay: all the people coming, coming my way\nlove is on my way\nMaka Lakuma DE DE, Maka Lakuma de masa\nMaka Lakuma DE DE, Maka Lakuma \nFeker libi\nTonight is our story\nWe celebrate the glory\nWe have no shame\nFeker libi \nI'm not ashamed to love you\nTonight I'm gonna find you\nI call your name\n\nfeker libi \n**\nhabib albi \n***\nahuv libi, otcha ani ohevet \n****\n\nLook at us tonight\nColor party side to side\nConfetti Ya, Confetti Ya \nfalling on us from the sky\nSay: all the people coming, coming my way\nLove is on my way\nMaka Lakuma DE DE, Maka Lakuma de masa\nMaka Lakuma DE DE, Maka Lakuma \n\nFeker libi\nTonight is our story\nWe celebrate the glory\nWe have no shame\nFeker libi \nI'm not ashamed to love you\nTonight I'm gonna find you\nI call your name\n\nfeker libi \n**\nhabib albi \n***\nahuv libi, otcha ani ohevet \n****\n\nFeker libi, wade halu, nawa dane, I love you \n*\n\n\n\n\n\n*\n ፍቅር ልቤ , እወድሃለሁ,ና ወደ እኔ, I love you\n*\n אהוב ליבי, אני אוהבת אותך, בוא אלי, אני אוהבת אותך\n\n**\n ፍቅር ልቤ\n\n***\n حبيب قلبي\n\n****\n אהוב ליבי, אותך אני אוהבת",https://youtube.com/watch?v=YjzyZZ-oidc
2020,Malta,Malta,Destiny,All Of My Love,,,,,,,,,"Never had the heart to pray\nI never thought I'd find the way\nBut now I do\nNow I do\nAlways felt I was no good\nAlways felt misunderstood\nBut now I don't\nNow I don't\n\n'Cause your great love is healing me\nRenewing me through and through\nI am free to live, so I give you\n\nAll of my love\nLike a river runnin' wild\nEvery brother, mother, child\nNow we found each other don't let me down\nAll my love\nLike a river runnin' wild\nEvery brother, mother, child\nNow we found each other don't let me down\nAll my love\n\nAll the love I feel for you\nAll of my love\nAll the love I feel for you, yeah\n\nNow I know your words are true\nMy heart is filled with gratitude\nIt's only you, I'm living for\nYour amazing love, so sweet\nHas raised me to my feet\nI ain't going back anymore\n\nNow I sing about you, dream about you\nAll the time\nDon't wanna live without you, so I give you\n\nAll of my love\nLike a river runnin' wild\nEvery brother, mother, child\nNow we found each other don't let me down\nAll my love\nLike a river runnin' wild\nEvery brother, mother, child\nNow we found each other don't let me down\nAll my love\n\nAll the love I feel for you\nAll of my love\nAll the love I feel for you, yeah\n\nNow I sing about you, dream about you\nAll the time (All of the time)\nDon't wanna live without you, oh, no\nDon't wanna live without you\nNow I sing about you, dream about you\nAll the time\nDon't wanna live without you, yeah\n\nAll of my love\nLike a river runnin' wild\nEvery brother, mother, child\nNow we found each other don't let me down\nAll my love\nLike a river runnin' wild\nEvery brother, mother, child\nNow we found each other don't let me down\nAll my love\n\nAll the love I feel for you\nAll of my love\nAll the love I feel for you, yeah\nAll the love I feel for you\nAll of my love\nAll the love I feel for you, yeah",https://youtube.com/watch?v=CFCn_8oViRw
2020,Norway,Norway,Ulrikke Brandstorp,Attention,,,,,,,,,"I find myself longing for attention\nI'm not myself doing what I do\nI know I may have hurt someone I love along the way\nIt wasn't my intention\nI lost myself doing what I do\n\nI, just want your attention\nOhh, the crazy things I do\n\nSo why, why do I think it's okay\nNot being me 'cause of you?\nAnd what do you want me to say?\nWhat do you want me to do\nTo get your attention?\n'Cause I just want your attention\n\nI fool myself just to make you happy.\nAnd when I do, it's all the same to you\n\nOhh, the crazy things I do\n\nSo why, why do I think it's okay\nNot being me 'cause of you?\nAnd what do you want me to say?\nWhat do you want me to do\nTo get your attention?\n\nOhh, I don't wanna do this no more\nIf I'm the only one here on the dance floor\nOn the dance floor\nOhh...\n\nWhy?\nWhy do I think it's okay\nNot being me 'cause of you?\nAnd what do you want me to say?\nWhat do you want me to do\nTo get your attention?\n\n'Cause I just want your attention",https://youtube.com/watch?v=o9atJbnqhJU
2020,Romania,Romania,Roxen,Alcohol You,,,,,,,,,"The sun is rising ink\nFor me it's hard to blink\nI'm falling\nI wrote some stupid words\nBefore I lost my mind\nAnd called you\nA taste of bittersweet\nto chase the memories\nBlue heaven\nI need you but it hurts\nto feel like I deserve\nyour weapons\n\nWhy do fairy tales fail baby\nMumbling in the dark to save me\nLove you from the bottom of my...\n\nAlcohol you when I'm drunk\nI do it 'cause you're not around\nThis pain's the only thing that I can't refuse\nThey warned me but I think it's only fake news\n\nI will ""cohol"" you when I'm drunk\n\nIf you're the enemy\nthen maybe I'm too weak to see it\nThe fire's in my chest\nBut I won't let my head\nbelieve it\nIf this is just a dream\nDon't wake me in between\nI mean it\nYou lied so many times\nbut right between the lines\nI read it\n\nWhy do fairy tales fail baby\nMumbling in the dark to save me\nLove you from the bottom of my...  \n\nAlcohol you when I'm drunk\nI do it 'cause you're not around\nThis pain's the only thing that I can't refuse\nThey warned me but I think it's only fake news\nI will ""cohol"" you when I'm drunk\nI'll ""cohol"" you when I'm drunk  \nI will call you when I'm...strong",https://youtube.com/watch?v=TmqSU3v_Mtw
